,movieId,userId,tag,timestamp,Date,Month_Year
43480,44191,21058,comic book,1396417724,2014-04-02 05:48:44,04/2014
43501,48780,21058,adapted from:book,1401683351,2014-06-02 04:29:11,06/2014
43503,48780,21058,based on a book,1401683351,2014-06-02 04:29:11,06/2014
43539,56174,21058,based on a book,1400031379,2014-05-14 01:36:19,05/2014
43564,68554,21058,adapted from:book,1399743905,2014-05-10 17:45:05,05/2014
43565,68554,21058,based on a book,1399743905,2014-05-10 17:45:05,05/2014
43677,541,47866,based on a book,1281049453,2010-08-05 23:04:13,08/2010
43685,590,47866,based on a book,1277248895,2010-06-22 23:21:35,06/2010
43686,590,47866,based on book,1277248889,2010-06-22 23:21:29,06/2010
43842,2644,47866,based on a book,1279232760,2010-07-15 22:26:00,07/2010
43964,5989,47866,based on a book,1279134184,2010-07-14 19:03:04,07/2010
44101,48774,47866,based on a book,1281049549,2010-08-05 23:05:49,08/2010
44122,58559,47866,comic book,1277248858,2010-06-22 23:20:58,06/2010
44164,66097,47866,based on a book,1277248761,2010-06-22 23:19:21,06/2010
44358,5064,73132,adapted from:book,1291528842,2010-12-05 06:00:42,12/2010
44359,5064,73132,based on a book,1291528846,2010-12-05 06:00:46,12/2010
44758,1014,132914,based on a book,1312652487,2011-08-06 17:41:27,08/2011
44844,2671,132914,bookshop,1313853929,2011-08-20 15:25:29,08/2011
44883,3355,132914,ancient books,1312997440,2011-08-10 17:30:40,08/2011
44967,6297,132914,Adapted from book,1312317077,2011-08-02 20:31:17,08/2011
45041,33004,132914,based on a book,1312120008,2011-07-31 13:46:48,07/2011
45055,40629,132914,based on a book,1312301454,2011-08-02 16:10:54,08/2011
45177,590,112736,based on a book,1407145011,2014-08-04 09:36:51,08/2014
45183,593,112736,based on a book,1407315906,2014-08-06 09:05:06,08/2014
45198,1035,112736,based on book,1407221629,2014-08-05 06:53:49,08/2014
45229,3252,112736,based on book,1407145796,2014-08-04 09:49:56,08/2014
45266,30793,112736,based on a book,1407836223,2014-08-12 09:37:03,08/2014
45508,27904,132187,based on a book,1173213797,2007-03-06 20:43:17,03/2007
45522,33004,132187,based on a book,1173213919,2007-03-06 20:45:19,03/2007
45757,3481,112217,book by Nick Hornby,1212495638,2008-06-03 12:20:38,06/2008
45772,5881,112217,based on a book,1212500073,2008-06-03 13:34:33,06/2008
47028,2959,16766,based on a book,1288244688,2010-10-28 05:44:48,10/2010
47579,153,36072,comic book,1151687696,2006-06-30 17:14:56,06/2006
47974,412,131620,based on a book,1334368027,2012-04-14 01:47:07,04/2012
47999,590,131620,based on a book,1334329610,2012-04-13 15:06:50,04/2012
48008,924,131620,based on a book,1334162121,2012-04-11 16:35:21,04/2012
48016,1019,131620,based on a book,1334341653,2012-04-13 18:27:33,04/2012
48040,1096,131620,based on a book,1334367173,2012-04-14 01:32:53,04/2012
48054,1179,131620,based on a book,1335102267,2012-04-22 13:44:27,04/2012
48057,1197,131620,based on a book,1334156642,2012-04-11 15:04:02,04/2012
48101,1212,131620,based on a book,1334342673,2012-04-13 18:44:33,04/2012
48158,1295,131620,based on a book,1334367961,2012-04-14 01:46:01,04/2012
48196,1408,131620,based on a book,1334157222,2012-04-11 15:13:42,04/2012
48229,1711,131620,based on a book,1334548652,2012-04-16 03:57:32,04/2012
48234,1719,131620,based on a book,1334367351,2012-04-14 01:35:51,04/2012
48243,1726,131620,based on a book,1335103318,2012-04-22 14:01:58,04/2012
48247,1810,131620,based on a book,1334803255,2012-04-19 02:40:55,04/2012
48251,1913,131620,based on a book,1335232123,2012-04-24 01:48:43,04/2012
48279,2021,131620,based on a book,1335103580,2012-04-22 14:06:20,04/2012
48297,2116,131620,based on a book,1335104583,2012-04-22 14:23:03,04/2012
48314,2297,131620,based on a book,1334604367,2012-04-16 19:26:07,04/2012
48320,2311,131620,based on a book,1334599907,2012-04-16 18:11:47,04/2012
48353,2644,131620,based on a book,1335230807,2012-04-24 01:26:47,04/2012
48355,2648,131620,based on a book,1335230663,2012-04-24 01:24:23,04/2012
48376,2803,131620,based on a book,1334802075,2012-04-19 02:21:15,04/2012
48444,3032,131620,based on a book,1334600313,2012-04-16 18:18:33,04/2012
48449,3068,131620,based on a book,1334365473,2012-04-14 01:04:33,04/2012
48459,3148,131620,based on a book,1334365850,2012-04-14 01:10:50,04/2012
48476,3260,131620,based on a book,1334157398,2012-04-11 15:16:38,04/2012
48489,3355,131620,rare books,1334548837,2012-04-16 04:00:37,04/2012
48513,3503,131620,based on a book,1334161996,2012-04-11 16:33:16,04/2012
48572,3988,131620,based on a book,1335104710,2012-04-22 14:25:10,04/2012
48609,4713,131620,based on a book,1334604678,2012-04-16 19:31:18,04/2012
48616,4993,131620,based on a book,1334156957,2012-04-11 15:09:17,04/2012
48647,5881,131620,based on a book,1334604523,2012-04-16 19:28:43,04/2012
48663,5952,131620,based on a book,1334156716,2012-04-11 15:05:16,04/2012
48666,5989,131620,based on a book,1335101662,2012-04-22 13:34:22,04/2012
48673,5992,131620,based on a book,1334367266,2012-04-14 01:34:26,04/2012
48702,7044,131620,based on a book,1334367684,2012-04-14 01:41:24,04/2012
48712,7151,131620,based on a book,1335231571,2012-04-24 01:39:31,04/2012
48719,7153,131620,based on a book,1334156943,2012-04-11 15:09:03,04/2012
48723,7347,131620,based on a book,1334548991,2012-04-16 04:03:11,04/2012
48728,7669,131620,based on a book,1334548047,2012-04-16 03:47:27,04/2012
48752,8949,131620,based on a book,1334883307,2012-04-20 00:55:07,04/2012
48793,40278,131620,based on a book,1334367034,2012-04-14 01:30:34,04/2012
48796,40583,131620,based on a book,1334803558,2012-04-19 02:45:58,04/2012
48816,48774,131620,based on a book,1335102967,2012-04-22 13:56:07,04/2012
48824,48997,131620,based on a book,1335231982,2012-04-24 01:46:22,04/2012
48837,54259,131620,based on a book,1335104475,2012-04-22 14:21:15,04/2012
48847,55052,131620,based on a book,1335231734,2012-04-24 01:42:14,04/2012
48851,55290,131620,based on a book,1334550585,2012-04-16 04:29:45,04/2012
48856,56171,131620,based on a book,1334600680,2012-04-16 18:24:40,04/2012
48862,56174,131620,based on a book,1334600255,2012-04-16 18:17:35,04/2012
48866,56782,131620,based on a book,1334366717,2012-04-14 01:25:17,04/2012
48880,68554,131620,based on a book,1335103444,2012-04-22 14:04:04,04/2012
48922,82459,131620,based on a book,1334329255,2012-04-13 15:00:55,04/2012
48959,47,130827,books,1217263725,2008-07-28 16:48:45,07/2008
49335,741,130827,comic book,1218839431,2008-08-15 22:30:31,08/2008
49374,902,130827,books,1198273789,2007-12-21 21:49:49,12/2007
49469,931,130827,based on a book,1340111318,2012-06-19 13:08:38,06/2012
49686,1183,130827,based on a book,1170868251,2007-02-07 17:10:51,02/2007
50209,1619,130827,book,1170940945,2007-02-08 13:22:25,02/2007
50305,1889,130827,books,1198947703,2007-12-29 17:01:43,12/2007
50731,2617,130827,books,1201440569,2008-01-27 13:29:29,01/2008
51013,3155,130827,based on a book,1232984561,2009-01-26 15:42:41,01/2009
51035,3198,130827,based on a book,1221389224,2008-09-14 10:47:04,09/2008
51036,3198,130827,book was better,1357412909,2013-01-05 19:08:29,01/2013
51062,3317,130827,books,1230500832,2008-12-28 21:47:12,12/2008
51094,3328,130827,books,1205247621,2008-03-11 15:00:21,03/2008
51439,4019,130827,books,1246998674,2009-07-07 20:31:14,07/2009
51618,4896,130827,book-learned,1199464799,2008-01-04 16:39:59,01/2008
51802,5902,130827,books,1230808555,2009-01-01 11:15:55,01/2009
51952,6541,130827,comic book,1217697076,2008-08-02 17:11:16,08/2008
51982,6867,130827,books,1208436580,2008-04-17 12:49:40,04/2008
52098,7151,130827,based on a book,1198275351,2007-12-21 22:15:51,12/2007
52251,8533,130827,notebook,1214132171,2008-06-22 10:56:11,06/2008
52403,27721,130827,based on a book,1339073065,2012-06-07 12:44:25,06/2012
52505,33004,130827,not as good as the book,1241213091,2009-05-01 21:24:51,05/2009
52714,46976,130827,books,1331980314,2012-03-17 10:31:54,03/2012
52752,48738,130827,adapted from:book,1178124308,2007-05-02 16:45:08,05/2007
52807,50872,130827,books,1224786412,2008-10-23 18:26:52,10/2008
52947,55052,130827,books,1211827434,2008-05-26 18:43:54,05/2008
52979,55247,130827,books,1213162286,2008-06-11 05:31:26,06/2008
53008,55290,130827,based on a book,1215852492,2008-07-12 08:48:12,07/2008
53023,55442,130827,comic book,1219259107,2008-08-20 19:05:07,08/2008
53181,59315,130827,comic book,1221067862,2008-09-10 17:31:02,09/2008
53219,60040,130827,comic book,1219865859,2008-08-27 19:37:39,08/2008
53248,61240,130827,based on a book,1226686094,2008-11-14 18:08:14,11/2008
53868,2617,10514,books,1409538746,2014-09-01 02:32:26,09/2014
54191,32587,10514,comic book,1332101334,2012-03-18 20:08:54,03/2012
54344,59315,10514,comic book,1330256355,2012-02-26 11:39:15,02/2012
54361,60684,10514,comic book,1330187718,2012-02-25 16:35:18,02/2012
54431,76251,10514,comic book,1330190117,2012-02-25 17:15:17,02/2012
54451,80489,10514,based on a book,1331597039,2012-03-13 00:03:59,03/2012
54509,89745,10514,comic book,1335523726,2012-04-27 10:48:46,04/2012
54515,89745,10514,one of the best comic book movies,1335523720,2012-04-27 10:48:40,04/2012
55068,592,18390,based on book,1161647551,2006-10-23 23:52:31,10/2006
55173,1270,18390,based on a book,1161647555,2006-10-23 23:52:35,10/2006
55334,2384,18390,based on book,1171941271,2007-02-20 03:14:31,02/2007
55657,6283,18390,comic book,1161647321,2006-10-23 23:48:41,10/2006
56875,1271,124448,based on a book,1333130427,2012-03-30 18:00:27,03/2012
56932,5945,124448,adapted from:book,1336874948,2012-05-13 02:09:08,05/2012
56948,45720,124448,based on a book,1333236977,2012-03-31 23:36:17,03/2012
57116,153,53680,comic book,1137821408,2006-01-21 05:30:08,01/2006
57146,8636,53680,comic book,1137821388,2006-01-21 05:29:48,01/2006
57201,318,42245,adapted from:book,1274718482,2010-05-24 16:28:02,05/2010
57231,590,42245,based on a book,1395525950,2014-03-22 22:05:50,03/2014
57248,778,42245,adapted from:book,1276987953,2010-06-19 22:52:33,06/2010
57262,924,42245,adapted from:book,1357833894,2013-01-10 16:04:54,01/2013
57281,1096,42245,based on a book,1389474416,2014-01-11 21:06:56,01/2014
57380,1584,42245,adapted from:book,1357845090,2013-01-10 19:11:30,01/2013
57441,2311,42245,adapted from:book,1357833781,2013-01-10 16:03:01,01/2013
57682,6787,42245,based on a book,1389526919,2014-01-12 11:41:59,01/2014
58258,32587,51539,comic book,1424028694,2015-02-15 19:31:34,02/2015
58279,44191,51539,comic book,1424028599,2015-02-15 19:29:59,02/2015
58312,51662,51539,comic book,1424033394,2015-02-15 20:49:54,02/2015
58342,60684,51539,comic book,1424030285,2015-02-15 19:58:05,02/2015
58394,89745,51539,comic book,1424030094,2015-02-15 19:54:54,02/2015
58453,48780,109734,based on a book,1301715225,2011-04-02 03:33:45,04/2011
58457,17,68558,based on a book,1352566452,2012-11-10 16:54:12,11/2012
58497,162,68558,comic book,1322929604,2011-12-03 16:26:44,12/2011
58523,261,68558,adapted from:book,1358444093,2013-01-17 17:34:53,01/2013
58524,261,68558,based on a book,1358444095,2013-01-17 17:34:55,01/2013
58584,515,68558,adapted from:book,1368124629,2013-05-09 18:37:09,05/2013
58586,515,68558,based on a book,1368124599,2013-05-09 18:36:39,05/2013
58600,581,68558,based on a book,1350804689,2012-10-21 07:31:29,10/2012
58606,590,68558,based on a book,1359790638,2013-02-02 07:37:18,02/2013
58607,590,68558,based on book,1359790641,2013-02-02 07:37:21,02/2013
58636,778,68558,based on a book,1262626167,2010-01-04 17:29:27,01/2010
58646,838,68558,adapted from:book,1367648364,2013-05-04 06:19:24,05/2013
58647,838,68558,based on a book,1367648359,2013-05-04 06:19:19,05/2013
58666,949,68558,based on a book,1290100864,2010-11-18 17:21:04,11/2010
58739,1197,68558,based on a book,1272291428,2010-04-26 14:17:08,04/2010
58784,1232,68558,based on a book,1269689280,2010-03-27 11:28:00,03/2010
58845,1270,68558,based on a book,1292744511,2010-12-19 07:41:51,12/2010
58850,1271,68558,based on a book,1279041074,2010-07-13 17:11:14,07/2010
58871,1296,68558,adapted from:book,1332658164,2012-03-25 06:49:24,03/2012
58896,1339,68558,adapted from:book,1289735402,2010-11-14 11:50:02,11/2010
58898,1339,68558,based on a book,1289735410,2010-11-14 11:50:10,11/2010
58899,1339,68558,based on book,1289735422,2010-11-14 11:50:22,11/2010
58994,1873,68558,based on a book,1367854772,2013-05-06 15:39:32,05/2013
59046,2010,68558,based on a book,1294485665,2011-01-08 11:21:05,01/2011
59076,2117,68558,adapted from:book,1325691048,2012-01-04 15:30:48,01/2012
59077,2117,68558,based on a book,1325691046,2012-01-04 15:30:46,01/2012
59078,2117,68558,based on book,1325691046,2012-01-04 15:30:46,01/2012
59083,2118,68558,adapted from:book,1278254853,2010-07-04 14:47:33,07/2010
59084,2118,68558,based on a book,1278254855,2010-07-04 14:47:35,07/2010
59087,2120,68558,adapted from:book,1364546240,2013-03-29 08:37:20,03/2013
59088,2120,68558,based on a book,1364546238,2013-03-29 08:37:18,03/2013
59141,2288,68558,based on a book,1279987370,2010-07-24 16:02:50,07/2010
59147,2297,68558,based on a book,1311529737,2011-07-24 17:48:57,07/2011
59154,2313,68558,based on book,1273914519,2010-05-15 09:08:39,05/2010
59222,2640,68558,comic book,1366550699,2013-04-21 13:24:59,04/2013
59233,2729,68558,based on a book,1296060010,2011-01-26 16:40:10,01/2011
59276,3005,68558,based on a book,1353423789,2012-11-20 15:03:09,11/2012
59293,3105,68558,based on a book,1311832400,2011-07-28 05:53:20,07/2011
59298,3148,68558,adapted from:book,1277824378,2010-06-29 15:12:58,06/2010
59299,3148,68558,based on a book,1277824384,2010-06-29 15:13:04,06/2010
59320,3198,68558,based on a book,1357501500,2013-01-06 19:45:00,01/2013
59342,3271,68558,based on a book,1318821430,2011-10-17 03:17:10,10/2011
59365,3499,68558,adapted from:book,1382784733,2013-10-26 10:52:13,10/2013
59366,3499,68558,based on a book,1382784734,2013-10-26 10:52:14,10/2013
59367,3499,68558,based on book,1382784739,2013-10-26 10:52:19,10/2013
59386,3932,68558,adapted from:book,1276338681,2010-06-12 10:31:21,06/2010
59387,3932,68558,based on a book,1276338679,2010-06-12 10:31:19,06/2010
59484,4896,68558,based on a book,1270568548,2010-04-06 15:42:28,04/2010
59511,5418,68558,based on a book,1356936890,2012-12-31 06:54:50,12/2012
59548,5945,68558,based on a book,1335102640,2012-04-22 13:50:40,04/2012
59564,6003,68558,adapted from:book,1364498316,2013-03-28 19:18:36,03/2013
59565,6003,68558,based on a book,1364498310,2013-03-28 19:18:30,03/2013
59576,6250,68558,based on a book,1367159514,2013-04-28 14:31:54,04/2013
59582,6297,68558,Adapted from book,1366638287,2013-04-22 13:44:47,04/2013
59583,6297,68558,based on a book,1366638290,2013-04-22 13:44:50,04/2013
59675,8665,68558,based on a book,1357020335,2013-01-01 06:05:35,01/2013
59741,33794,68558,comic book,1260624205,2009-12-12 13:23:25,12/2009
59742,34048,68558,adapted from:book,1277221788,2010-06-22 15:49:48,06/2010
59745,34048,68558,based on a book,1277221775,2010-06-22 15:49:35,06/2010
59792,40629,68558,adapted from:book,1276431111,2010-06-13 12:11:51,06/2010
59793,40629,68558,based on a book,1276431108,2010-06-13 12:11:48,06/2010
59802,44191,68558,comic book,1256054094,2009-10-20 15:54:54,10/2009
59814,45720,68558,based on a book,1281025697,2010-08-05 16:28:17,08/2010
59868,48738,68558,based on a book,1270548682,2010-04-06 10:11:22,04/2010
59902,52722,68558,comic book,1332339285,2012-03-21 14:14:45,03/2012
59929,54286,68558,based on a book,1356983005,2012-12-31 19:43:25,12/2012
59936,55247,68558,adapted from:book,1276452718,2010-06-13 18:11:58,06/2010
59938,55247,68558,based on a book,1276452726,2010-06-13 18:12:06,06/2010
59960,55814,68558,based on a book,1279714642,2010-07-21 12:17:22,07/2010
59984,58803,68558,based on a book,1269960826,2010-03-30 14:53:46,03/2010
60013,60040,68558,comic book,1256053831,2009-10-20 15:50:31,10/2009
60036,61240,68558,adapted from:book,1302534188,2011-04-11 15:03:08,04/2011
60037,61240,68558,based on a book,1302534191,2011-04-11 15:03:11,04/2011
60079,66097,68558,based on a book,1290927539,2010-11-28 06:58:59,11/2010
60098,67255,68558,based on a book,1293555082,2010-12-28 16:51:22,12/2010
60145,69844,68558,based on a book,1269196740,2010-03-21 18:39:00,03/2010
60156,72226,68558,based on a book,1279502340,2010-07-19 01:19:00,07/2010
60193,76251,68558,comic book,1271507028,2010-04-17 12:23:48,04/2010
60257,81847,68558,adapted from:book,1308923250,2011-06-24 13:47:30,06/2011
60263,82459,68558,based on a book,1370281425,2013-06-03 17:43:45,06/2013
60285,87232,68558,comic book,1308220622,2011-06-16 10:37:02,06/2011
60297,88125,68558,based on a book,1322241651,2011-11-25 17:20:51,11/2011
60311,88140,68558,comic book,1321705486,2011-11-19 12:24:46,11/2011
60335,91500,68558,adapted from:book,1375237866,2013-07-31 02:31:06,07/2013
60336,91500,68558,based on a book,1375237870,2013-07-31 02:31:10,07/2013
60342,91542,68558,adapted from:book series,1324668968,2011-12-23 19:36:08,12/2011
60363,95510,68558,comic book,1377976684,2013-08-31 19:18:04,08/2013
60387,97752,68558,adapted from:book,1376044207,2013-08-09 10:30:07,08/2013
60388,97752,68558,based on a book,1376044312,2013-08-09 10:31:52,08/2013
60403,97938,68558,based on a book,1377591595,2013-08-27 08:19:55,08/2013
60407,98809,68558,adapted from:book,1370157166,2013-06-02 07:12:46,06/2013
60409,98809,68558,based on a book,1370157171,2013-06-02 07:12:51,06/2013
60430,106487,68558,adapted from:book,1394384333,2014-03-09 16:58:53,03/2014
60431,106487,68558,based on a book,1394384335,2014-03-09 16:58:55,03/2014
60453,111362,68558,comic book,1401204930,2014-05-27 15:35:30,05/2014
60636,16,103816,based on a book,1221227051,2008-09-12 13:44:11,09/2008
60646,153,103816,comic book,1221227649,2008-09-12 13:54:09,09/2008
60651,253,103816,based on a book,1221228030,2008-09-12 14:00:30,09/2008
60654,318,103816,based on a book,1221226994,2008-09-12 13:43:14,09/2008
60658,356,103816,based on a book,1221226835,2008-09-12 13:40:35,09/2008
60661,367,103816,comic book,1221228133,2008-09-12 14:02:13,09/2008
60671,480,103816,based on a book,1221227028,2008-09-12 13:43:48,09/2008
60678,592,103816,comic book,1221227881,2008-09-12 13:58:01,09/2008
60681,593,103816,based on a book,1221227754,2008-09-12 13:55:54,09/2008
60685,778,103816,based on a book,1221226903,2008-09-12 13:41:43,09/2008
60692,1206,103816,based on a book,1221227593,2008-09-12 13:53:13,09/2008
60693,1213,103816,based on a book,1221226815,2008-09-12 13:40:15,09/2008
60694,1258,103816,based on a book,1221226990,2008-09-12 13:43:10,09/2008
60696,1259,103816,based on a book,1221227412,2008-09-12 13:50:12,09/2008
60702,1345,103816,based on a book,1221227601,2008-09-12 13:53:21,09/2008
60704,1377,103816,comic book,1221227639,2008-09-12 13:53:59,09/2008
60716,1678,103816,based on a book,1221226757,2008-09-12 13:39:17,09/2008
60720,1747,103816,based on a book,1221226980,2008-09-12 13:43:00,09/2008
60727,2120,103816,based on a book,1221486477,2008-09-15 13:47:57,09/2008
60755,2959,103816,based on a book,1221226929,2008-09-12 13:42:09,09/2008
60758,3176,103816,based on a book,1221228094,2008-09-12 14:01:34,09/2008
60759,3438,103816,comic book,1221227735,2008-09-12 13:55:35,09/2008
60761,3440,103816,comic book,1221228194,2008-09-12 14:03:14,09/2008
60763,3499,103816,based on a book,1221226726,2008-09-12 13:38:46,09/2008
60773,3793,103816,comic book,1221227106,2008-09-12 13:45:06,09/2008
60781,3949,103816,based on a book,1221227975,2008-09-12 13:59:35,09/2008
60795,4896,103816,based on a book,1221228041,2008-09-12 14:00:41,09/2008
60796,4993,103816,based on a book,1221228138,2008-09-12 14:02:18,09/2008
60797,4995,103816,based on a book,1221228087,2008-09-12 14:01:27,09/2008
60800,5349,103816,comic book,1221227417,2008-09-12 13:50:17,09/2008
60811,6016,103816,based on a book,1221227043,2008-09-12 13:44:03,09/2008
60813,6333,103816,comic book,1221226896,2008-09-12 13:41:36,09/2008
60824,7147,103816,based on a book,1221227625,2008-09-12 13:53:45,09/2008
60828,7373,103816,comic book,1221227819,2008-09-12 13:56:59,09/2008
60832,8636,103816,comic book,1221227120,2008-09-12 13:45:20,09/2008
60838,8961,103816,comic book,1221226782,2008-09-12 13:39:42,09/2008
60840,27706,103816,based on a book,1221228023,2008-09-12 14:00:23,09/2008
60842,30793,103816,based on a book,1221227865,2008-09-12 13:57:45,09/2008
60846,33004,103816,based on a book,1221226789,2008-09-12 13:39:49,09/2008
60850,45447,103816,based on a book,1221226861,2008-09-12 13:41:01,09/2008
60851,45499,103816,comic book,1221226977,2008-09-12 13:42:57,09/2008
60854,48780,103816,based on a book,1221226953,2008-09-12 13:42:33,09/2008
60872,541,109009,based on a book,1237285825,2009-03-17 10:30:25,03/2009
60885,1207,109009,based on a book,1361918746,2013-02-26 22:45:46,02/2013
60965,3095,109009,based on a book,1257561465,2009-11-07 02:37:45,11/2009
60976,3271,109009,based on a book,1257440101,2009-11-05 16:55:01,11/2009
61019,4103,109009,based on a book,1285874679,2010-09-30 19:24:39,09/2010
61045,5377,109009,based on a book,1271700012,2010-04-19 18:00:12,04/2010
61046,5377,109009,based on book,1271700017,2010-04-19 18:00:17,04/2010
61115,7147,109009,based on a book,1262486306,2010-01-03 02:38:26,01/2010
61126,7163,109009,based on a book,1329597732,2012-02-18 20:42:12,02/2012
61145,33004,109009,based on a book,1339704976,2012-06-14 20:16:16,06/2012
61191,48780,109009,based on a book,1256502889,2009-10-25 20:34:49,10/2009
61232,56174,109009,based on a book,1260587578,2009-12-12 03:12:58,12/2009
61253,63082,109009,based on a book,1340396876,2012-06-22 20:27:56,06/2012
61272,66097,109009,based on a book,1278870120,2010-07-11 17:42:00,07/2010
61305,72641,109009,based on a book,1272196076,2010-04-25 11:47:56,04/2010
61324,73017,109009,Based on a book,1264017728,2010-01-20 20:02:08,01/2010
61369,91500,109009,adapted from:book,1377807497,2013-08-29 20:18:17,08/2013
61370,91500,109009,based on book,1377807491,2013-08-29 20:18:11,08/2013
61388,60,58579,based on book,1388620313,2014-01-01 23:51:53,01/2014
61406,778,58579,based on a book,1388619634,2014-01-01 23:40:34,01/2014
61476,2161,58579,based on a book,1388620239,2014-01-01 23:50:39,01/2014
61533,4993,58579,based on a book,1388618513,2014-01-01 23:21:53,01/2014
61553,54259,58579,adapted from:book,1388618597,2014-01-01 23:23:17,01/2014
61556,54259,58579,based on a book,1388618573,2014-01-01 23:22:53,01/2014
61564,63082,58579,based on a book,1388618426,2014-01-01 23:20:26,01/2014
61615,1232,32785,based on a book,1190149693,2007-09-18 21:08:13,09/2007
61646,7153,32785,read book first,1190926584,2007-09-27 20:56:24,09/2007
61703,1726,96296,shut up about the book ok?!,1375465275,2013-08-02 17:41:15,08/2013
61941,2,88738,based on a book,1240363595,2009-04-22 01:26:35,04/2009
61961,16,88738,based on a book,1213424486,2008-06-14 06:21:26,06/2008
61967,17,88738,based on a book,1245238815,2009-06-17 11:40:15,06/2009
61973,21,88738,based on a book,1234223915,2009-02-09 23:58:35,02/2009
61983,28,88738,based on a book,1210845801,2008-05-15 10:03:21,05/2008
61986,31,88738,based on a book,1380953540,2013-10-05 06:12:20,10/2013
62005,35,88738,based on a book,1246589847,2009-07-03 02:57:27,07/2009
62009,36,88738,based on a book,1198823684,2007-12-28 06:34:44,12/2007
62015,39,88738,based on a book,1247040696,2009-07-08 08:11:36,07/2009
62057,85,88738,based on a book,1246582761,2009-07-03 00:59:21,07/2009
62068,105,88738,based on a book,1162262859,2006-10-31 02:47:39,10/2006
62070,107,88738,based on a book,1207043962,2008-04-01 09:59:22,04/2008
62107,147,88738,based on a book,1246490812,2009-07-01 23:26:52,07/2009
62111,150,88738,based on a book,1221868010,2008-09-19 23:46:50,09/2008
62122,153,88738,comic book,1246580122,2009-07-03 00:15:22,07/2009
62128,154,88738,based on a book,1246490961,2009-07-01 23:29:21,07/2009
62134,160,88738,based on a book,1162264616,2006-10-31 03:16:56,10/2006
62142,164,88738,based on a book,1401968312,2014-06-05 11:38:32,06/2014
62156,173,88738,comic book,1246581228,2009-07-03 00:33:48,07/2009
62177,191,88738,based on a book,1421499217,2015-01-17 12:53:37,01/2015
62224,225,88738,based on a book,1210468581,2008-05-11 01:16:21,05/2008
62227,230,88738,based on a book,1244846136,2009-06-12 22:35:36,06/2009
62237,234,88738,based on a book,1407118565,2014-08-04 02:16:05,08/2014
62264,253,88738,based on a book,1162262502,2006-10-31 02:41:42,10/2006
62284,261,88738,based on a book,1198827455,2007-12-28 07:37:35,12/2007
62285,262,88738,based on a book,1379591338,2013-09-19 11:48:58,09/2013
62296,273,88738,based on a book,1193266912,2007-10-24 23:01:52,10/2007
62325,290,88738,based on a book,1249525719,2009-08-06 02:28:39,08/2009
62386,318,88738,based on a book,1369992297,2013-05-31 09:24:57,05/2013
62405,327,88738,comic book,1246580473,2009-07-03 00:21:13,07/2009
62438,349,88738,based on a book,1210388699,2008-05-10 03:04:59,05/2008
62441,350,88738,based on a book,1162264327,2006-10-31 03:12:07,10/2006
62448,353,88738,comic book,1246580780,2009-07-03 00:26:20,07/2009
62461,356,88738,based on a book,1246392776,2009-06-30 20:12:56,06/2009
62471,362,88738,based on a book,1244971469,2009-06-14 09:24:29,06/2009
62503,412,88738,based on a book,1297541106,2011-02-12 20:05:06,02/2011
62548,454,88738,based on a book,1162264342,2006-10-31 03:12:22,10/2006
62570,475,88738,based on a book,1222146696,2008-09-23 05:11:36,09/2008
62581,480,88738,based on a book,1162262375,2006-10-31 02:39:35,10/2006
62630,517,88738,based on a book,1394186827,2014-03-07 10:07:07,03/2014
62645,527,88738,based on a book,1246446136,2009-07-01 11:02:16,07/2009
62678,541,88738,based on a book,1242204086,2009-05-13 08:41:26,05/2009
62700,552,88738,based on a book,1246102426,2009-06-27 11:33:46,06/2009
62720,590,88738,based on a book,1246446087,2009-07-01 11:01:27,07/2009
62726,592,88738,comic book,1246580079,2009-07-03 00:14:39,07/2009
62732,593,88738,based on a book,1197804319,2007-12-16 11:25:19,12/2007
62761,613,88738,based on a book,1247886614,2009-07-18 03:10:14,07/2009
62769,628,88738,based on a book,1223095475,2008-10-04 04:44:35,10/2008
62781,661,88738,based on a book,1246446586,2009-07-01 11:09:46,07/2009
62790,709,88738,based on a book,1207670933,2008-04-08 16:08:53,04/2008
62800,728,88738,based on a book,1245568011,2009-06-21 07:06:51,06/2009
62822,750,88738,based on a book,1246446422,2009-07-01 11:07:02,07/2009
62842,778,88738,based on a book,1245844647,2009-06-24 11:57:27,06/2009
62858,783,88738,based on a book,1248167132,2009-07-21 09:05:32,07/2009
62877,805,88738,based on a book,1229369952,2008-12-15 19:39:12,12/2008
62889,837,88738,based on a book,1243497298,2009-05-28 07:54:58,05/2009
62896,838,88738,based on a book,1250643073,2009-08-19 00:51:13,08/2009
62902,858,88738,based on a book,1245733569,2009-06-23 05:06:09,06/2009
62914,880,88738,based on a book,1196562075,2007-12-02 02:21:15,12/2007
62926,902,88738,based on a book,1245288929,2009-06-18 01:35:29,06/2009
62961,919,88738,based on a book,1162262050,2006-10-31 02:34:10,10/2006
62969,920,88738,based on a book,1206248553,2008-03-23 05:02:33,03/2008
62983,924,88738,based on a book,1240889319,2009-04-28 03:28:39,04/2009
63007,949,88738,based on a book,1197708700,2007-12-15 08:51:40,12/2007
63010,952,88738,based on a book,1231680201,2009-01-11 13:23:21,01/2009
63019,965,88738,based on a book,1258707639,2009-11-20 09:00:39,11/2009
63029,969,88738,based on a book,1249011344,2009-07-31 03:35:44,07/2009
63048,1006,88738,based on a book,1246573140,2009-07-02 22:19:00,07/2009
